username,title,business_size,validated_user,verified_current_user,review_source,date,rating,review_title,like_best,dislike,benefits
Verified User in Consumer Electronics,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""easy to use""",Impact is an easy to use platform. It can provide clear information and can manage multiple terms easyly Review collected by and hosted on G2.com.,Impact is an easy to use platform. It can provide clear information and can manage multiple terms easyly Review collected by and hosted on G2.com.,
Verified User in Apparel & Fashion,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-19,5.0,"""Impact is a great affiliate program""",I really enjoy the Creak A Link widget where I can easily create any link for any of my websites in the blink of an eye. Review collected by and hosted on G2.com.,I really enjoy the Creak A Link widget where I can easily create any link for any of my websites in the blink of an eye. Review collected by and hosted on G2.com.,
Verified User in Apparel & Fashion,,Mid-Market (51-1000 emp.),No,No,In-app,2022-11-18,3.0,"""Account Manager""",Reporting tools are great and easy to read and share with clients. Review collected by and hosted on G2.com.,Reporting tools are great and easy to read and share with clients. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,5.0,"""The Most Useful Set""",Easily understandable. The guide is the most helpful. Screening is simple. Review collected by and hosted on G2.com.,Easily understandable. The guide is the most helpful. Screening is simple. Review collected by and hosted on G2.com.,
Verified User in Photography,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-20,4.0,"""great user friendly experience""",love the snapshot and shows you all the actions ! Review collected by and hosted on G2.com.,love the snapshot and shows you all the actions ! Review collected by and hosted on G2.com.,
Verified User in Telecommunications,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-19,4.5,"""Thousands of quality brands""",We can find thousands of premium products only one marketplace. It's really awesome. Review collected by and hosted on G2.com.,We can find thousands of premium products only one marketplace. It's really awesome. Review collected by and hosted on G2.com.,
Verified User in Publishing,,Small Business (50 or fewer emp.),No,No,G2 invite,2023-04-16,5.0,"""A Great, All in One Affiliate Marketing Platform for Beginners.""","Everything in platform dashboard seems to be fine. But, the best part is the fastest affiliate link generation tool. Let's have a look, how it works:","Everything in platform dashboard seems to be fine. But, the best part is the fastest affiliate link generation tool. Let's have a look, how it works:",
Verified User in Sports,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,5.0,"""best affiliate network""",Great offers to e-commerce many brand names Review collected by and hosted on G2.com.,Great offers to e-commerce many brand names Review collected by and hosted on G2.com.,
Verified User in Graphic Design,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-19,5.0,"""The interface is very easy to use""","It is very easy to create a link to any page on the site, it is very easy to monitor the performance of the marketing Review collected by and hosted on G2.com.","It is very easy to create a link to any page on the site, it is very easy to monitor the performance of the marketing Review collected by and hosted on G2.com.",
Verified User in Computer & Network Security,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""Professional and ergonomic  platform.""",The marketing assets are complete and updated. Review collected by and hosted on G2.com.,The marketing assets are complete and updated. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Mid-Market (51-1000 emp.),No,No,In-app,2022-11-21,5.0,"""Easy to use""",Easy to understand and use. No issues reported to date. Review collected by and hosted on G2.com.,Easy to understand and use. No issues reported to date. Review collected by and hosted on G2.com.,
Verified User in Animation,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""Amazing .. enjoying impact.com""",Diverse niche available for affiliate marketers . Review collected by and hosted on G2.com.,Diverse niche available for affiliate marketers . Review collected by and hosted on G2.com.,
Verified User in Airlines/Aviation,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""great""",the fast work it gives me the figures FOR MY COMMISSION Review collected by and hosted on G2.com.,the fast work it gives me the figures FOR MY COMMISSION Review collected by and hosted on G2.com.,
Verified User in E-Learning,,Mid-Market (51-1000 emp.),No,No,In-app,2022-11-17,5.0,"""Impact is my TOP CHOICE for affiliate platforms""",The payout structure- I appreciate that Impact takes a commission for services rendered from the partner earnings as opposed to total revenue tracked (unlike their competitors). Review collected by and hosted on G2.com.,The payout structure- I appreciate that Impact takes a commission for services rendered from the partner earnings as opposed to total revenue tracked (unlike their competitors). Review collected by and hosted on G2.com.,
"Verified User in Leisure, Travel & Tourism",,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,4.5,"""Great service, fast and highly efficient, and the support team responds quickly""",I receive an excellent commission on every customer Review collected by and hosted on G2.com.,I receive an excellent commission on every customer Review collected by and hosted on G2.com.,
Verified User in Computer Software,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,4.5,"""Very easy to use interface""","Easy link creation, Report and interfaace everything is very good Review collected by and hosted on G2.com.","Easy link creation, Report and interfaace everything is very good Review collected by and hosted on G2.com.",
Verified User in Computer Software,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""The Best Site Impact for online products""",The Best Site Impact for online products. I used Appsumo affiliate marketing Review collected by and hosted on G2.com.,The Best Site Impact for online products. I used Appsumo affiliate marketing Review collected by and hosted on G2.com.,
Verified User in Computer Networking,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""I have 5 yeasrs experiences in affiliate marketing.""",It makes working with affiliates and partners a lot easier. Review collected by and hosted on G2.com.,"The offer application speed is slow, the offer approval rate is low. Review collected by and hosted on G2.com.",
Verified User in Design,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""Amazing""","Super services, Percentage Ratio and see daily commision. Review collected by and hosted on G2.com.","Super services, Percentage Ratio and see daily commision. Review collected by and hosted on G2.com.",
Verified User in Education Management,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-18,5.0,"""Good""",I found the platform very practical and intuitive Review collected by and hosted on G2.com.,I found the platform very practical and intuitive Review collected by and hosted on G2.com.,
"Verified User in Health, Wellness and Fitness",,Small Business (50 or fewer emp.),No,No,Organic,2022-10-25,0.0,"""Terrible customer service""",it makes the payout process easier than doing manually. Review collected by and hosted on G2.com.,it makes the payout process easier than doing manually. Review collected by and hosted on G2.com.,
Johan G S.,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-20,4.0,"""Very easy to find brands from an extensive list of programs""",good choice of brands with good commision ratios Review collected by and hosted on G2.com.,good choice of brands with good commision ratios Review collected by and hosted on G2.com.,
Verified User in Design,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-19,4.5,"""Experiment""","Fast, accurate and on-time payment method Review collected by and hosted on G2.com.","Fast, accurate and on-time payment method Review collected by and hosted on G2.com.",
Verified User in International Trade and Development,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,5.0,"""best place for me thank you impact""",best place for me thank you impact. the best thing for me in impact.com is the minimum payout. YES Review collected by and hosted on G2.com.,best place for me thank you impact. the best thing for me in impact.com is the minimum payout. YES Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,Organic,2022-09-10,0.5,"""Impact.com does not work nor does their support team listen to a customers' need""",We haven't been able to use Impact.com because their verification tools do not function. Review collected by and hosted on G2.com.,We haven't been able to use Impact.com because their verification tools do not function. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Mid-Market (51-1000 emp.),No,No,In-app,2022-11-20,5.0,"""Great platform with fast support""",Impact Radius is making changes all of the time to cater to both merchants and affiliates. Great program. Review collected by and hosted on G2.com.,Impact Radius is making changes all of the time to cater to both merchants and affiliates. Great program. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,2.5,"""Very good""",Transforming the way enterprises manage and optimize all types of partnerships Review collected by and hosted on G2.com.,Transforming the way enterprises manage and optimize all types of partnerships Review collected by and hosted on G2.com.,
Eshban B.,Head of Development,Small Business (50 or fewer emp.),No,No,In-app,2022-02-04,4.5,"""Impact Radius - The Best Platforms for Affiliate Markerting""","I used some other Affiliate networks also, but I found the features of Impact Radius very much. I like the Reporting and payment processing features very much. Review collected by and hosted on G2.com.","I used some other Affiliate networks also, but I found the features of Impact Radius very much. I like the Reporting and payment processing features very much. Review collected by and hosted on G2.com.",
Terry M.,Publisher,Small Business (50 or fewer emp.),No,No,In-app,2022-09-09,5.0,"""Horns Illustrated Loves and Only Uses Impact""","Impact makes it easy to align with companies and create ads.  Add the data you need, fantastic support, and are always improving to make everything even better. Review collected by and hosted on G2.com.","Impact makes it easy to align with companies and create ads.  Add the data you need, fantastic support, and are always improving to make everything even better. Review collected by and hosted on G2.com.",
Emily B.,Account manager Affiliate,Enterprise (>1000 emp.),No,No,In-app,2022-11-16,4.5,"""Amazing network and UX design.""",I like the customer service and the reporting capabilities. Review collected by and hosted on G2.com.,I like the customer service and the reporting capabilities. Review collected by and hosted on G2.com.,
Rylan A.,CEO,Small Business (50 or fewer emp.),No,No,In-app,2022-03-10,4.0,"""Elegant Dashboard & Great Opportunities to Make Money""",What I like the most about Impact Radius is that the dashboard is quite modern and elegant. Most affiliate dashboards look boring and dull. Impact Radius also has almost all of the best affiliate programs out there which makes it easy for me to find new affiliates. Review collected by and hosted on G2.com.,What I like the most about Impact Radius is that the dashboard is quite modern and elegant. Most affiliate dashboards look boring and dull. Impact Radius also has almost all of the best affiliate programs out there which makes it easy for me to find new affiliates. Review collected by and hosted on G2.com.,
Verified User in Apparel & Fashion,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,5.0,"""Love Impact!""",Impact's dashboard makes it super easy to view all of my stats in real time Review collected by and hosted on G2.com.,Impact's dashboard makes it super easy to view all of my stats in real time Review collected by and hosted on G2.com.,
Verified User in Apparel & Fashion,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-16,4.5,"""Best Platform for Brands & Publishers""",1. Good brands with reasonable payouts.,1. Good brands with reasonable payouts.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2024-05-17,2.5,"""Excellent affiliate platform""","Easy to make links, trusted tracking. Must be good for merchants because many come over.  Coupon code auto-attribution. Review collected by and hosted on G2.com.","Easy to make links, trusted tracking. Must be good for merchants because many come over.  Coupon code auto-attribution. Review collected by and hosted on G2.com.",
Firat D.,Founder & Chief Storyteller,Small Business (50 or fewer emp.),No,No,In-app,2022-02-12,5.0,"""My Favourite Affiliate Platform""","I'm using different affiliate platforms for years but I like Impact most, because of its' easy to use interface, non-complex report pages and link creation widget. Even there are some simpler affiliate plaforms Impact helps me to control multiple partner accounts not only one. Review collected by and hosted on G2.com.","I'm using different affiliate platforms for years but I like Impact most, because of its' easy to use interface, non-complex report pages and link creation widget. Even there are some simpler affiliate plaforms Impact helps me to control multiple partner accounts not only one. Review collected by and hosted on G2.com.",
Shajahan S.,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-11,5.0,"""The Most Effective Platforms for Affiliate Marketing""","That's the first question you have to ask yourself before you pick a digital platform. There are so many of them out there, it may seem impossible! But what you need is something that's simple, not too complicated or hard to understand, with decent program management and offers that you can be proud of promoting.","That's the first question you have to ask yourself before you pick a digital platform. There are so many of them out there, it may seem impossible! But what you need is something that's simple, not too complicated or hard to understand, with decent program management and offers that you can be proud of promoting.",
Verified User in Newspapers,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-17,3.5,"""Few opportunities for the Italian market""",It has a very intuitive interface and all data are clearly visible Review collected by and hosted on G2.com.,It has a very intuitive interface and all data are clearly visible Review collected by and hosted on G2.com.,
Verified User in Program Development,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-18,5.0,"""Very rich affiliate platform by all means""",I found all brands i want to be an affiliate with. Review collected by and hosted on G2.com.,I found all brands i want to be an affiliate with. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-11-18,5.0,"""Great, Easy to Use Platform""",Easy to navigate and create links. It is also easy to see a break down of earnings and other stats Review collected by and hosted on G2.com.,Easy to navigate and create links. It is also easy to see a break down of earnings and other stats Review collected by and hosted on G2.com.,
Ailsa F.,Social Media Creator,Small Business (50 or fewer emp.),No,No,In-app,2022-03-10,5.0,"""Ailsa Loves Impact - lol!""","Ease of use, good ads, can contact companies directly, actual communication, deals coming into my email, so I can see them, quickly, and post new deals... Review collected by and hosted on G2.com.","Ease of use, good ads, can contact companies directly, actual communication, deals coming into my email, so I can see them, quickly, and post new deals... Review collected by and hosted on G2.com.",
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-03,5.0,"""the best company to start your business from your home today in a pandemic""",Impact gave me the opportunity to work with them. I have been recommending them for more than 4 years and they have never been bad with their services. and I always get paid on time. and today I work from home and taking care of my son. Thank you very much Impact. Review collected by and hosted on G2.com.,Impact gave me the opportunity to work with them. I have been recommending them for more than 4 years and they have never been bad with their services. and I always get paid on time. and today I work from home and taking care of my son. Thank you very much Impact. Review collected by and hosted on G2.com.,
mkbn c.,founder,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""Impact is the best affiliate Network in the world""",Impact is great for both companies and publishers.,Impact is great for both companies and publishers.,
Verified User in Online Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""One of the best affiliate network""",The best thing is all the big companies gives you affiliate right there you don't need to go anywhere. The interface is very nice everything is in right place. Review collected by and hosted on G2.com.,To be honest I haven't found any dislike things. This is the biggest  platform where you can easily find affilates. Review collected by and hosted on G2.com.,
"Verified User in Health, Wellness and Fitness",,Small Business (50 or fewer emp.),No,No,In-app,2022-02-07,4.5,"""Quick and Super Easy access""",Immediate Notification When a campaign Joined the the market place.,Immediate Notification When a campaign Joined the the market place.,
Ashley D.,blogger Online Media,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Love it!""","I love how easy this platform is to use. It has some nice features, but my favorite is being able to deeplink directly to certains products or services. Review collected by and hosted on G2.com.","I love how easy this platform is to use. It has some nice features, but my favorite is being able to deeplink directly to certains products or services. Review collected by and hosted on G2.com.",
Shaughn O.,Founder,Small Business (50 or fewer emp.),No,No,In-app,2021-08-26,4.5,"""Robust system that works for all advertisers""","Impact has the most robust set of tools for custom partnerships and affiliate relationships. Its biggest differentiators are payout customization, deep reporting, and the ability to have private-feeling program signup links and pages. Review collected by and hosted on G2.com.","Impact has the most robust set of tools for custom partnerships and affiliate relationships. Its biggest differentiators are payout customization, deep reporting, and the ability to have private-feeling program signup links and pages. Review collected by and hosted on G2.com.",
Verified User in Retail,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-03,5.0,"""The best affiliate managemet platform""","reach, reporting ease of use. It is extremelly easy to discover new potential partners in their discovery mode. the Terms settings allow for unlimited creativity when it comes to affiliate contracts. Review collected by and hosted on G2.com.","reach, reporting ease of use. It is extremelly easy to discover new potential partners in their discovery mode. the Terms settings allow for unlimited creativity when it comes to affiliate contracts. Review collected by and hosted on G2.com.",
Verified User in Online Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-03-10,5.0,"""Convenience!""",Easy to pull my affiliate links to use while sharing deals Review collected by and hosted on G2.com.,Easy to pull my affiliate links to use while sharing deals Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Best Platform 2021""",The impact has an easy-to-use platform with such a fantastic support team along with great offers in all the niches out there.,The impact has an easy-to-use platform with such a fantastic support team along with great offers in all the niches out there.,
Jon T.,Director,,No,No,Organic,2022-03-27,0.5,"""impact.com - Is this a scam?""",Hiring?  Need more clients or a new job?,Hiring?  Need more clients or a new job?,
Md Billal Hossain S.,Affiliate Marketing Specialist,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""Impact Helps Me To Earn Incentive Money""",Very easy to use. I know who pays and who does not. Impact provides only selected marketplace those reliable and trusty. So I works with Impact without any hesitation. Review collected by and hosted on G2.com.,Very easy to use. I know who pays and who does not. Impact provides only selected marketplace those reliable and trusty. So I works with Impact without any hesitation. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-07,4.5,"""A great platform to manage partner relationships""","I enjoy the comprehensive reporting, leveraging the various detailed data points you can create with modifying standard reports. It's the most complete and flexible platform available to manage partnerships. Review collected by and hosted on G2.com.","I enjoy the comprehensive reporting, leveraging the various detailed data points you can create with modifying standard reports. It's the most complete and flexible platform available to manage partnerships. Review collected by and hosted on G2.com.",
Md. Nasir U.,Business Owner Information Technology and Services,Small Business (50 or fewer emp.),No,No,In-app,2022-02-08,5.0,"""Happy affiliating""",The tracking system for Impact is best that any other affiliate programs. You can easily create any custom link only by choosing the desired partner name from the dashboard. Review collected by and hosted on G2.com.,The tracking system for Impact is best that any other affiliate programs. You can easily create any custom link only by choosing the desired partner name from the dashboard. Review collected by and hosted on G2.com.,
Sebastian M.,Digital Business,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""Unique Features of impact.com""","Free online academy, enhanced its referral programme, track and attribute partner value, great customer support and it is also a great platform to connecting with top brands. Review collected by and hosted on G2.com.","Free online academy, enhanced its referral programme, track and attribute partner value, great customer support and it is also a great platform to connecting with top brands. Review collected by and hosted on G2.com.",
Verified User in Graphic Design,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""Amazing Affliate Platform""",The best thing about impact is that you can track your clicks & can also apply to different brands at the same time. It even show you when you are going to paid & what's remaining. Review collected by and hosted on G2.com.,The best thing about impact is that you can track your clicks & can also apply to different brands at the same time. It even show you when you are going to paid & what's remaining. Review collected by and hosted on G2.com.,
Nghia V.,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-05,5.0,"""Best Web and Hosting Service , Business to Business opportunities with multi country""",earn money on market products and can apply to any products you like Review collected by and hosted on G2.com.,earn money on market products and can apply to any products you like Review collected by and hosted on G2.com.,
GeekyPlug .,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-09,5.0,"""One of the best platforms for affiliate marketers""","Impact is super easy to use, and it has quite a few brands that I personally use and promote. Review collected by and hosted on G2.com.","Impact is super easy to use, and it has quite a few brands that I personally use and promote. Review collected by and hosted on G2.com.",
Nataliya B.,Owner,Small Business (50 or fewer emp.),No,No,In-app,2021-09-12,5.0,"""A transparent platform""",Impact is a very flexible and most importantly - transparent system that allows me to track the best affiliate programs. Review collected by and hosted on G2.com.,Impact is a very flexible and most importantly - transparent system that allows me to track the best affiliate programs. Review collected by and hosted on G2.com.,
Verified User in Internet,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-09,5.0,"""Impact is one of the best affiliate networks""","I like the publisher dashboard, it's easy to understand and navigate. The ""Create A Link"" is so convenient when wanting to create simple links. They have a lot of great advertisers to work with. Review collected by and hosted on G2.com.","I like the publisher dashboard, it's easy to understand and navigate. The ""Create A Link"" is so convenient when wanting to create simple links. They have a lot of great advertisers to work with. Review collected by and hosted on G2.com.",
Verified User in Professional Training & Coaching,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""best affiliates network in the world""",timly payment process is awesome i am doing few of the affilates product marketing from different affilates network. the payment is still pending for the job done however here i received them. Review collected by and hosted on G2.com.,timly payment process is awesome i am doing few of the affilates product marketing from different affilates network. the payment is still pending for the job done however here i received them. Review collected by and hosted on G2.com.,
Verified User in Photography,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-07,5.0,"""Impact has been a game changer!""","I love that you can do everything on one platform from recruiting prospects, managing partner contracts, payments, campaigns and reporting. Review collected by and hosted on G2.com.","I love that you can do everything on one platform from recruiting prospects, managing partner contracts, payments, campaigns and reporting. Review collected by and hosted on G2.com.",
Verified User in Computer Software,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""reliable platform for affiliate""","Can track the item very well and shows reports very quickly, and there is no hassle in withdrawing money Review collected by and hosted on G2.com.","Can track the item very well and shows reports very quickly, and there is no hassle in withdrawing money Review collected by and hosted on G2.com.",
Verified User in Mental Health Care,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""I find the website user friendly and the newsletter is very informative.""","That I can quicky find brands and that the products are good quality, unlike clickbank. Review collected by and hosted on G2.com.","That I can quicky find brands and that the products are good quality, unlike clickbank. Review collected by and hosted on G2.com.",
Verified User in Consumer Services,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-05,5.0,"""Best Afilliate Brands and Easy Process""",How easy it is to use and the large variety of all the affiliates available to choose from and easy to use on website Review collected by and hosted on G2.com.,How easy it is to use and the large variety of all the affiliates available to choose from and easy to use on website Review collected by and hosted on G2.com.,
Verified User in Events Services,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-07,5.0,"""Nice way to earn from your website.""",The best thing about impact.com is finding numerous partners in the marketplace. Review collected by and hosted on G2.com.,The best thing about impact.com is finding numerous partners in the marketplace. Review collected by and hosted on G2.com.,
Verified User in Marketing and Advertising,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,4.5,"""Impact.com Is The All-In-One Platform For Best Offers & Products""",The tracking system of Impact.com is powerful! That's why I use the Impact.com network to connect with many companies. And Impact.com is also transparent in payment processing. Review collected by and hosted on G2.com.,The tracking system of Impact.com is powerful! That's why I use the Impact.com network to connect with many companies. And Impact.com is also transparent in payment processing. Review collected by and hosted on G2.com.,
Verified User in Online Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-03,5.0,"""Second time using Impact""",The biggest thing for me was the network service fee being contingent on affiliate earnings and not total revenue associated. Impact is the best bang for your buck! Review collected by and hosted on G2.com.,The biggest thing for me was the network service fee being contingent on affiliate earnings and not total revenue associated. Impact is the best bang for your buck! Review collected by and hosted on G2.com.,
Verified User in Computer Software,,Enterprise (>1000 emp.),No,No,In-app,2022-02-27,5.0,"""Absolute game-changer. From ""affiliate marketing"" to real ""partnerships""""","High degree of customization on all levels. Be it about automations, terms & contracts.","The German partner UI is still a bit over the place. However, Impact's CS team is already taking of this (see above). Review collected by and hosted on G2.com.",
"Verified User in Health, Wellness and Fitness",,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Amazing Platform""",I like how easy it is to use Impact; really straight forward. I never had any problems and I was able to change any information super quickly. Great job guys!!! Review collected by and hosted on G2.com.,I like how easy it is to use Impact; really straight forward. I never had any problems and I was able to change any information super quickly. Great job guys!!! Review collected by and hosted on G2.com.,
Ibinabo I.,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-06,5.0,"""Awesome and Easy to use Marketplace""","I find the interface very helpful because even as a newbie, I could see my way around the dashboard with no guide; it has a friendly user interface.  Impact is a top choice to make as an affiliate because of the great brands. Review collected by and hosted on G2.com.","I find the interface very helpful because even as a newbie, I could see my way around the dashboard with no guide; it has a friendly user interface.  Impact is a top choice to make as an affiliate because of the great brands. Review collected by and hosted on G2.com.",
Verified User in Marketing and Advertising,,Mid-Market (51-1000 emp.),No,No,In-app,2022-02-25,4.5,"""Great Network""","The reporting is amazing. Pretty much any metric you would want to see data on, Impact has the ability to show it. I love that you can save custom reports as well. Impact is also very user-friendly and simple to figure out. Review collected by and hosted on G2.com.","The reporting is amazing. Pretty much any metric you would want to see data on, Impact has the ability to show it. I love that you can save custom reports as well. Impact is also very user-friendly and simple to figure out. Review collected by and hosted on G2.com.",
Calvin M.,o,Small Business (50 or fewer emp.),No,No,In-app,2022-09-11,5.0,"""mobileShalom""",Easy link transformation. So easy to get the publisher's home link switched Impact. Review collected by and hosted on G2.com.,Easy link transformation. So easy to get the publisher's home link switched Impact. Review collected by and hosted on G2.com.,
Umair B.,Director,Small Business (50 or fewer emp.),No,No,In-app,2021-09-10,5.0,"""The Best and Professional Platform for Affiliate Marketing""",The dashboard of impact is really easy to use and understand. I can easily create the text and images links. I can check the upcoming payment and all other details related to billing. Review collected by and hosted on G2.com.,The dashboard of impact is really easy to use and understand. I can easily create the text and images links. I can check the upcoming payment and all other details related to billing. Review collected by and hosted on G2.com.,
Verified User in Writing and Editing,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-09,5.0,"""overall it was a good experience. The platform is easy to use and we can track payments.""",Customer Support was the best. I had some problems with my account and the team solved my doubt within a short span of time. Review collected by and hosted on G2.com.,Customer Support was the best. I had some problems with my account and the team solved my doubt within a short span of time. Review collected by and hosted on G2.com.,
MISTIE  W.,Affiliate Marketing Specialist,Small Business (50 or fewer emp.),No,No,In-app,2022-02-07,5.0,"""A must have Affiliate Platform""",I love that you have the opportunity to work with the Affiliate Reps at the retailer you are advertising for.  Most of the commissions are higher than they are with other platforms (a few exceptions). Zulily is my favorite retailer to work directly with. Review collected by and hosted on G2.com.,I love that you have the opportunity to work with the Affiliate Reps at the retailer you are advertising for.  Most of the commissions are higher than they are with other platforms (a few exceptions). Zulily is my favorite retailer to work directly with. Review collected by and hosted on G2.com.,
Verified User in Design,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Easy to Use and Monitoring""","Impact.com has many partners to cooperate within sales and marketing. Besides that, it also provides clear information on the data from the deals that we generate. Everything must become easier. Review collected by and hosted on G2.com.","Impact.com has many partners to cooperate within sales and marketing. Besides that, it also provides clear information on the data from the deals that we generate. Everything must become easier. Review collected by and hosted on G2.com.",
Verified User in Retail,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Very Good Affiliate Network""","Brands sorting feature is superb in Impact Radius. We can search brands by terms, country, category and accordingly. As well as there are hundred of exclusive stores available to promote. Review collected by and hosted on G2.com.","Brands sorting feature is superb in Impact Radius. We can search brands by terms, country, category and accordingly. As well as there are hundred of exclusive stores available to promote. Review collected by and hosted on G2.com.",
Emma M.,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-08,4.5,"""Impact- the best affiliate network""","I loved impact because of its simple interface, daily trackings, easy support system.","I loved impact because of its simple interface, daily trackings, easy support system.",
Verified User in Information Technology and Services,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""A Big Market, and an excellent reporting & tracking System.""","The most thing I like about impact.com is its reporting & tracking system, which helps me evaluate my affiliate content campaigns & articles Review collected by and hosted on G2.com.","The most thing I like about impact.com is its reporting & tracking system, which helps me evaluate my affiliate content campaigns & articles Review collected by and hosted on G2.com.",
Verified User in Broadcast Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Amazing Experience""",I have been using impact for more than one year. The best impact is that we can apply for multiple affiliate networks using the same account. The tracking is straightforward. Review collected by and hosted on G2.com.,I have been using impact for more than one year. The best impact is that we can apply for multiple affiliate networks using the same account. The tracking is straightforward. Review collected by and hosted on G2.com.,
Verified User in Financial Services,,Enterprise (>1000 emp.),No,No,G2 invite,2022-01-14,4.0,"""Impact Radius Review""","It's an easy to use platform, with many resources and features that make managing an affiliate network a very easy task. Review collected by and hosted on G2.com.","It's an easy to use platform, with many resources and features that make managing an affiliate network a very easy task. Review collected by and hosted on G2.com.",
Verified User in Online Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-09,5.0,"""Great Affiliate Opportunities with An Easy to Use Interface""","I love how easy to use (and pretty)  Impact's interface is. It's simple to find new brands to work with, apply for their programs and then create affiliate links. I love the dashboard that gives me a good overview of my account's status. Review collected by and hosted on G2.com.","I love how easy to use (and pretty)  Impact's interface is. It's simple to find new brands to work with, apply for their programs and then create affiliate links. I love the dashboard that gives me a good overview of my account's status. Review collected by and hosted on G2.com.",
Verified User in Computer Software,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-09,5.0,"""Best Brands are Here""","The ease of access and the profit share, it is really good to have partnerships with brands and promote theme to earn better extent. Review collected by and hosted on G2.com.","The ease of access and the profit share, it is really good to have partnerships with brands and promote theme to earn better extent. Review collected by and hosted on G2.com.",
